5598,11,preparation for olympiad,improved,926
5599,3,preparation for GIA,free,598
5600,9,preparation for EGE,vip,351
5601,2,improving marks,vip,273
5603,2,improving marks,vip,921
5604,1,preparation for EGE,vip,173
5605,4,preparation for olympiad,improved,799
5606,10,preparation for GIA,vip,711
5607,2,self-improvment,free,625
5608,5,preparation for EGE,improved,18
5609,2,preparation for olympiad,improved,554
5610,5,preparation for EGE,vip,206
5611,7,improving marks,vip,55
5612,11,preparation for olympiad,vip,996
5613,8,improvment of qualification,free,304
5615,5,self-improvment,vip,115
5616,2,preparation for EGE,vip,819
5618,6,improvment of qualification,free,284
5620,3,improving marks,improved,441
5621,9,preparation for EGE,improved,669
5622,4,improvment of qualification,improved,341
5623,5,preparation for olympiad,improved,306
5624,6,preparation for EGE,free,645
5625,6,improvment of qualification,free,28
5627,4,self-improvment,improved,972
5629,5,preparation for EGE,free,49
5631,9,preparation for olympiad,vip,413
5632,1,preparation for GIA,vip,788
5634,9,preparation for EGE,free,477
5635,11,preparation for EGE,improved,406
5636,6,preparation for GIA,vip,293
5637,6,improvment of qualification,free,689
5638,9,improving marks,improved,378
5639,6,preparation for GIA,free,15
5640,9,self-improvment,improved,559
5641,9,improvment of qualification,free,491
5642,1,preparation for olympiad,vip,196
5643,11,preparation for GIA,improved,276
5646,5,improving marks,improved,11
5647,4,preparation for EGE,improved,107
5648,1,improvment of qualification,free,360
5649,10,improving marks,improved,966
5650,7,improvment of qualification,vip,447
5651,3,improvment of qualification,free,805
5652,9,self-improvment,free,11
5653,9,improvment of qualification,free,265
5654,6,preparation for EGE,improved,91
5655,7,improvment of qualification,vip,743
5656,1,improvment of qualification,improved,493
5657,5,improving marks,improved,666
5659,5,improving marks,free,587
5660,11,self-improvment,vip,264
5662,3,preparation for GIA,improved,235
5663,8,preparation for GIA,improved,881
5664,9,preparation for EGE,improved,582
5665,11,improvment of qualification,vip,359
5666,2,preparation for EGE,vip,404
5668,3,preparation for olympiad,free,855
5671,10,improving marks,improved,702
5672,8,preparation for olympiad,vip,516
5673,2,preparation for olympiad,improved,576
5674,4,preparation for GIA,improved,279
5675,5,self-improvment,vip,227
5676,8,preparation for EGE,free,261
5677,5,preparation for GIA,free,189
5679,5,preparation for EGE,free,226
5681,4,preparation for olympiad,free,893
5682,7,improving marks,improved,559
5683,2,improvment of qualification,improved,88
5684,7,preparation for EGE,vip,20
5685,1,improving marks,improved,938
5686,7,improvment of qualification,improved,628
5687,2,preparation for olympiad,vip,522
5688,2,preparation for olympiad,vip,720
5689,6,self-improvment,free,768
5690,5,preparation for EGE,vip,422
5692,3,preparation for olympiad,improved,808
5694,8,self-improvment,improved,508
5695,7,preparation for GIA,improved,230
5696,6,improving marks,free,785
5697,9,preparation for EGE,free,895
5698,10,improving marks,vip,58
5699,10,improving marks,free,869
5701,2,improving marks,vip,305
5702,3,self-improvment,improved,618
5703,10,improvment of qualification,free,14
5704,4,preparation for olympiad,free,704
5706,8,improving marks,free,939
5708,2,improvment of qualification,vip,408
5709,8,preparation for EGE,vip,727
5710,7,self-improvment,free,41
5711,6,improving marks,vip,288
5713,6,preparation for EGE,free,480
5714,3,improving marks,free,309
5715,11,improvment of qualification,free,791
5718,4,self-improvment,free,336
5720,9,preparation for olympiad,vip,141
5722,8,self-improvment,free,319
5723,5,preparation for olympiad,free,960
5725,4,self-improvment,free,121
5726,11,improving marks,free,60
5728,5,self-improvment,free,483
5729,10,self-improvment,vip,91
5730,1,preparation for EGE,improved,479
5731,2,improving marks,improved,244
5732,1,self-improvment,free,111
5733,6,self-improvment,free,928
5734,8,improving marks,vip,723
5735,7,improving marks,free,249
5736,3,preparation for EGE,vip,792
5737,11,improving marks,improved,189
5738,3,preparation for EGE,free,83
5739,10,preparation for olympiad,vip,48
5741,5,preparation for GIA,vip,758
5742,4,improvment of qualification,improved,3
5743,1,preparation for olympiad,vip,592
5745,10,preparation for olympiad,vip,955
5746,7,preparation for GIA,improved,446
5747,2,improvment of qualification,free,675
5748,4,improving marks,vip,347
5749,7,preparation for olympiad,free,919
5751,1,improving marks,free,45
5752,5,improvment of qualification,free,121
5753,3,preparation for olympiad,free,696
5754,2,preparation for olympiad,free,886
5757,6,improving marks,free,488
5758,11,self-improvment,free,749
5759,3,improvment of qualification,free,133
5760,8,preparation for EGE,vip,262
5761,8,improvment of qualification,improved,466
5763,9,self-improvment,improved,713
5764,5,improving marks,improved,80
5768,4,self-improvment,free,406
5769,9,preparation for GIA,free,990
5771,6,preparation for olympiad,free,3
5772,2,improvment of qualification,vip,287
5773,3,preparation for olympiad,vip,106
5774,2,self-improvment,free,804
5775,10,improving marks,improved,545
5776,1,preparation for olympiad,free,131
5777,6,preparation for GIA,free,515
5778,2,preparation for EGE,vip,527
5779,3,preparation for GIA,vip,301
5780,7,preparation for GIA,free,875
5781,2,improvment of qualification,free,142
5782,6,improving marks,vip,624
5783,2,improving marks,vip,653
5784,1,preparation for olympiad,vip,236
5787,2,self-improvment,vip,932
5788,8,self-improvment,improved,970
5789,10,self-improvment,free,52
5791,5,preparation for olympiad,free,860
5793,5,preparation for olympiad,vip,384
5794,3,improvment of qualification,vip,983
5795,5,preparation for olympiad,free,945
5797,6,preparation for GIA,improved,113
5798,11,preparation for olympiad,improved,374
5799,1,preparation for olympiad,improved,799
5800,2,self-improvment,free,43
5801,2,preparation for GIA,vip,908
5803,4,preparation for GIA,vip,795
5804,2,preparation for GIA,free,578
5805,4,preparation for EGE,free,639
5806,6,improving marks,improved,500
5807,5,improving marks,free,390
5808,6,improving marks,improved,422
5809,6,preparation for olympiad,vip,288
5810,4,preparation for olympiad,improved,528
5811,8,improving marks,vip,336
5812,6,preparation for olympiad,free,355
5813,6,preparation for GIA,improved,781
5814,5,preparation for EGE,improved,716
5815,2,improvment of qualification,free,321
5816,1,improving marks,improved,878
5817,6,preparation for olympiad,improved,26
5818,11,improving marks,vip,226
5819,2,preparation for olympiad,vip,364
5820,1,self-improvment,free,374
5821,10,preparation for olympiad,vip,991
5822,11,improving marks,free,194
5824,3,improvment of qualification,vip,724
5825,2,preparation for olympiad,improved,336
5827,9,improvment of qualification,free,991
5828,10,preparation for GIA,improved,284
5829,4,preparation for EGE,free,244
5830,11,improvment of qualification,free,511
5831,1,preparation for olympiad,vip,647
5832,6,preparation for GIA,free,189
5833,10,self-improvment,improved,881
5834,7,self-improvment,free,46
5835,7,self-improvment,improved,313
5836,8,preparation for GIA,improved,71
5837,5,improvment of qualification,vip,334
5838,3,preparation for EGE,free,796
5839,11,improving marks,vip,565
5840,3,preparation for GIA,vip,582
5841,9,preparation for GIA,free,86
5843,10,preparation for GIA,vip,610
5844,8,improvment of qualification,vip,236
5845,2,preparation for olympiad,free,695
5847,8,preparation for GIA,vip,151
5848,3,self-improvment,free,994
5849,3,improving marks,vip,325
5850,1,improving marks,improved,892
5852,11,improvment of qualification,improved,880
5853,2,self-improvment,free,30
5854,2,self-improvment,improved,457
5855,11,preparation for EGE,improved,366
5856,9,improving marks,free,820
5857,7,self-improvment,vip,511
5858,6,improvment of qualification,free,610
5859,6,preparation for GIA,improved,57
5861,8,self-improvment,improved,125
5863,6,improving marks,improved,130
5865,7,preparation for EGE,improved,708
5866,10,self-improvment,vip,816
5867,10,preparation for EGE,free,868
5868,8,improving marks,vip,107
5869,5,improving marks,vip,197
5870,10,self-improvment,vip,155
5871,4,preparation for olympiad,improved,15
5872,6,preparation for GIA,vip,991
5873,6,improvment of qualification,free,383
5874,1,preparation for EGE,free,717
5875,6,improving marks,improved,684
5876,1,improving marks,free,72
5877,9,preparation for EGE,improved,482
5878,10,improvment of qualification,vip,330
5879,7,self-improvment,free,411
5880,5,improvment of qualification,improved,423
5881,9,improving marks,vip,218
5882,5,preparation for olympiad,free,992
5883,9,preparation for GIA,improved,67
5884,10,improving marks,free,812
5885,4,preparation for EGE,free,646
5888,9,self-improvment,improved,198
5889,7,preparation for olympiad,vip,25
5891,7,improving marks,vip,39
5892,1,improving marks,free,182
5893,10,self-improvment,improved,858
5894,6,improvment of qualification,vip,755
5895,1,preparation for olympiad,improved,54
5896,5,preparation for olympiad,improved,593
5897,4,preparation for olympiad,free,454
5898,6,self-improvment,vip,835
5899,1,self-improvment,improved,805
5900,9,improvment of qualification,free,764
5901,7,preparation for EGE,free,706
5903,4,improvment of qualification,improved,491
5904,8,preparation for olympiad,free,832
5906,8,preparation for EGE,improved,426
5907,10,preparation for GIA,improved,50
5908,2,improving marks,vip,309
5910,3,preparation for EGE,vip,678
5911,3,self-improvment,vip,342
5912,6,improvment of qualification,free,899
5916,8,preparation for olympiad,vip,450
5917,4,improving marks,improved,989
5919,5,improving marks,vip,987
5921,2,improvment of qualification,improved,861
5922,2,improvment of qualification,free,310
5923,2,self-improvment,vip,251
5924,2,preparation for olympiad,vip,722
5926,11,preparation for GIA,vip,511
5927,7,improving marks,free,575
5928,11,improving marks,improved,824
5929,11,improving marks,free,664
5930,7,preparation for GIA,vip,344
5931,6,improving marks,improved,168
5932,4,improvment of qualification,improved,740
5933,1,preparation for GIA,free,112
5934,2,improving marks,free,367
5935,11,improvment of qualification,improved,447
5936,1,preparation for olympiad,improved,763
5937,1,self-improvment,vip,46
5938,9,improvment of qualification,vip,805
5939,8,self-improvment,improved,233
5940,8,preparation for GIA,vip,123
5941,6,improvment of qualification,free,133
5942,8,improving marks,vip,793
5943,5,preparation for GIA,improved,710
5944,9,preparation for olympiad,improved,331
5946,9,improvment of qualification,free,48
5947,2,preparation for olympiad,vip,85
5948,1,improvment of qualification,vip,223
5949,7,improving marks,improved,651
5950,11,preparation for EGE,vip,339
5951,6,preparation for GIA,vip,477
5952,7,self-improvment,vip,398
5953,2,preparation for EGE,improved,152
5954,3,improvment of qualification,vip,435
5955,4,preparation for EGE,free,920
5956,4,self-improvment,vip,243
5959,3,self-improvment,vip,622
5960,2,improving marks,free,31
5961,7,preparation for GIA,vip,158
5962,7,improvment of qualification,improved,88
5963,4,preparation for olympiad,improved,115
5965,6,preparation for olympiad,vip,3
5966,7,self-improvment,improved,778
5967,3,improving marks,improved,944
5968,11,self-improvment,vip,550
5969,1,self-improvment,improved,619
5970,10,preparation for GIA,free,465
5971,5,preparation for EGE,free,283
5972,3,preparation for GIA,vip,598
5973,3,preparation for olympiad,free,193
5974,8,improving marks,vip,4
5975,5,self-improvment,free,162
5977,3,improving marks,vip,9
5978,5,self-improvment,improved,94
5979,6,preparation for EGE,improved,325
5980,3,self-improvment,vip,443
5981,2,preparation for GIA,improved,181
5982,5,preparation for EGE,improved,547
5984,10,preparation for EGE,vip,460
5985,8,improvment of qualification,improved,93
5987,2,self-improvment,improved,603
5988,8,preparation for EGE,vip,67
5989,3,improvment of qualification,free,407
5990,3,improvment of qualification,free,572
5991,7,improving marks,free,760
5992,8,preparation for EGE,free,336
5993,8,improvment of qualification,vip,444
5994,5,improvment of qualification,improved,339
5996,1,improving marks,improved,9
5998,2,preparation for olympiad,vip,48
5999,1,improvment of qualification,free,522
6000,10,improving marks,vip,602
6001,9,preparation for olympiad,vip,554
6002,4,preparation for EGE,improved,558
6003,7,preparation for GIA,vip,228
6004,11,improving marks,improved,241
6005,2,self-improvment,improved,324
6006,1,improving marks,vip,231
6007,7,preparation for GIA,improved,922
6008,2,self-improvment,improved,639
6010,10,preparation for EGE,free,906
6011,2,improving marks,vip,225
6012,11,preparation for olympiad,free,155
6013,8,preparation for EGE,vip,743
6015,2,improving marks,improved,164
6016,2,self-improvment,improved,825
6017,5,improvment of qualification,free,773
6018,7,self-improvment,free,251
6020,1,improving marks,vip,75
6021,10,improving marks,free,53
6022,10,self-improvment,free,99
6023,11,preparation for EGE,vip,631
6025,8,self-improvment,vip,711
6026,4,improvment of qualification,vip,120
6027,8,preparation for GIA,improved,185
6028,1,preparation for olympiad,free,861
6029,4,improvment of qualification,vip,892
6030,11,preparation for EGE,improved,851
6031,5,self-improvment,vip,39
6033,5,improvment of qualification,free,1000
6034,11,improvment of qualification,vip,375
6035,9,improvment of qualification,free,78
6036,6,preparation for olympiad,vip,998
6037,4,preparation for GIA,free,425
6038,9,improving marks,improved,521
6039,3,preparation for GIA,vip,605
6040,6,self-improvment,improved,678
6042,2,preparation for olympiad,improved,929
6043,10,self-improvment,free,97
6044,7,improvment of qualification,improved,850
6045,3,preparation for GIA,free,350
6046,9,preparation for EGE,free,679
6047,4,self-improvment,free,149
6049,10,improvment of qualification,vip,591
6050,7,preparation for GIA,vip,463
6051,7,improvment of qualification,improved,66
6052,4,preparation for olympiad,free,772
6054,6,preparation for olympiad,vip,923
6055,4,preparation for GIA,vip,917
6056,11,self-improvment,improved,524
6057,3,improving marks,improved,384
6059,8,improvment of qualification,improved,423
6062,5,improving marks,improved,984
6063,4,preparation for GIA,vip,810
6064,8,preparation for GIA,vip,194
6065,7,preparation for olympiad,improved,644
6066,8,improvment of qualification,free,180
6067,9,preparation for EGE,free,445
6070,1,preparation for GIA,improved,664
6071,2,preparation for olympiad,vip,863
6072,9,improving marks,improved,446
6073,10,improving marks,vip,463
6074,9,self-improvment,free,430
6076,4,improving marks,vip,346
6077,10,preparation for olympiad,improved,579
6078,3,improvment of qualification,free,3
6079,4,self-improvment,vip,857
6080,5,improving marks,improved,252
6081,8,improvment of qualification,free,55
6082,9,preparation for EGE,vip,228
6083,7,self-improvment,vip,963
6086,1,self-improvment,improved,573
6087,4,improving marks,free,141
6088,5,improving marks,free,212
6089,10,preparation for olympiad,vip,21
6090,5,preparation for EGE,vip,919
6091,8,preparation for EGE,free,711
6092,6,self-improvment,free,12
6094,7,self-improvment,vip,364
6095,5,self-improvment,improved,993
6096,6,preparation for olympiad,free,822
6097,8,improving marks,vip,687
6099,3,preparation for EGE,free,758
6101,6,improvment of qualification,vip,65
6103,1,preparation for GIA,free,788
6104,6,preparation for GIA,vip,543
6106,1,preparation for GIA,improved,261
6107,10,improving marks,improved,741
6108,11,improving marks,free,460
6109,4,preparation for GIA,vip,534
6110,5,preparation for GIA,vip,512
6111,9,preparation for GIA,free,683
6112,5,improvment of qualification,free,535
6113,2,preparation for EGE,vip,25
6114,3,preparation for EGE,vip,458
6115,4,improving marks,improved,667
6116,6,self-improvment,vip,824
6117,6,improvment of qualification,vip,708
6119,3,improving marks,improved,641
6120,2,improvment of qualification,vip,155
6121,7,preparation for GIA,improved,288
6122,3,self-improvment,improved,199
6123,10,preparation for olympiad,improved,569
6124,2,improving marks,free,63
6125,10,preparation for olympiad,vip,293
6126,11,preparation for EGE,vip,603
6127,11,improvment of qualification,improved,375
6128,1,self-improvment,free,341
6129,11,preparation for EGE,improved,824
6130,11,preparation for EGE,vip,404
6131,6,preparation for GIA,vip,970
6134,9,improving marks,free,1
6135,2,preparation for EGE,vip,425
6136,1,preparation for EGE,free,903
6138,5,improving marks,vip,286
6139,2,preparation for GIA,vip,18
6140,9,improving marks,vip,881
6141,3,self-improvment,vip,696
6143,4,self-improvment,vip,81
6144,10,preparation for EGE,improved,27
6146,8,improvment of qualification,free,380
6147,3,improving marks,free,59
6148,8,preparation for GIA,vip,490
6149,2,self-improvment,vip,599
6151,10,improving marks,vip,908
6153,3,preparation for EGE,free,789
6154,2,preparation for EGE,vip,936
6155,6,preparation for GIA,free,558
6156,2,preparation for EGE,improved,23
6157,11,improvment of qualification,vip,180
6158,5,preparation for olympiad,improved,603
6159,6,preparation for GIA,free,390
6160,8,improving marks,improved,843
6161,8,improvment of qualification,improved,357
6162,4,improving marks,vip,122
6163,4,preparation for olympiad,vip,72
6164,2,preparation for olympiad,free,662
6165,3,preparation for olympiad,vip,684
6166,9,preparation for GIA,free,465
6167,10,preparation for GIA,vip,169
6168,10,improving marks,improved,30
6170,7,preparation for GIA,improved,662
6171,6,preparation for EGE,vip,128
6172,10,preparation for EGE,free,774
6173,5,preparation for olympiad,vip,163
6174,4,improvment of qualification,improved,133
6175,9,improving marks,improved,103
6177,9,preparation for olympiad,vip,11
6178,9,preparation for GIA,vip,566
6179,4,preparation for olympiad,improved,498
6180,11,self-improvment,improved,42
6181,4,preparation for EGE,vip,746
6182,3,preparation for GIA,improved,152
6183,2,improvment of qualification,improved,874
6184,4,self-improvment,free,894
6185,9,improving marks,improved,289
6186,7,improving marks,improved,925
6187,10,improving marks,improved,442
6188,1,preparation for GIA,vip,663
6189,10,preparation for GIA,improved,363
6190,7,preparation for GIA,free,971
6191,6,improving marks,improved,441
6193,7,improvment of qualification,free,134
6194,2,preparation for GIA,vip,928
6195,3,preparation for olympiad,improved,980
6196,10,preparation for GIA,free,638
6197,10,improving marks,improved,575
6198,9,preparation for EGE,vip,380
6199,6,preparation for EGE,vip,142
6201,2,preparation for GIA,free,792
6202,9,preparation for GIA,free,537
6203,10,improvment of qualification,vip,600
6204,8,improvment of qualification,free,366
6205,11,preparation for EGE,improved,752
6206,7,preparation for GIA,free,51
6207,9,preparation for GIA,vip,589
6209,11,self-improvment,improved,290
6210,11,improvment of qualification,improved,497
6211,4,preparation for GIA,improved,937
6213,2,preparation for EGE,improved,857
6214,3,preparation for olympiad,vip,665
6215,4,improving marks,free,526
6216,7,improving marks,vip,386
6217,9,improving marks,vip,225
6218,9,improving marks,improved,178
6219,1,preparation for GIA,free,690
6220,7,preparation for olympiad,vip,762
6221,8,improving marks,improved,45
6222,4,improvment of qualification,vip,668
6223,11,self-improvment,free,809
6224,11,self-improvment,free,861
6225,5,preparation for olympiad,vip,704
6226,4,improvment of qualification,vip,653
6227,8,self-improvment,vip,758
6228,5,preparation for olympiad,vip,554
6229,10,preparation for olympiad,vip,50
6230,4,preparation for olympiad,free,340
6231,11,preparation for olympiad,vip,239
6233,2,preparation for GIA,free,130
6234,7,self-improvment,free,509
6235,5,preparation for olympiad,vip,258
6236,9,improvment of qualification,improved,597
6237,11,improvment of qualification,vip,474
6238,6,preparation for EGE,free,215
6239,6,preparation for GIA,vip,64
6240,11,self-improvment,vip,902
6241,7,preparation for olympiad,vip,677
6242,1,self-improvment,improved,93
6243,9,improvment of qualification,improved,480
6244,1,preparation for olympiad,vip,866
6246,7,preparation for GIA,free,575
6247,10,preparation for olympiad,improved,553
6248,2,self-improvment,improved,65
6249,6,preparation for EGE,vip,872
6250,9,preparation for EGE,improved,916
6251,1,self-improvment,free,396
6252,4,self-improvment,improved,154
6253,10,preparation for olympiad,vip,969
6254,4,preparation for GIA,free,542
6255,7,self-improvment,free,402
6257,7,preparation for GIA,improved,705
6258,6,improvment of qualification,improved,223
6259,7,improvment of qualification,improved,409
6262,8,preparation for EGE,improved,304
6263,3,self-improvment,free,85
6264,4,self-improvment,improved,536
6265,6,self-improvment,vip,734
6266,11,preparation for olympiad,improved,366
6269,2,preparation for GIA,free,225
6270,9,improvment of qualification,improved,239
6271,10,preparation for GIA,vip,912
6272,2,preparation for olympiad,vip,265
6273,5,improvment of qualification,improved,654
6274,3,preparation for olympiad,vip,241
6276,8,preparation for olympiad,improved,247
6277,9,preparation for GIA,free,585
6278,5,improvment of qualification,improved,908
6281,9,preparation for EGE,improved,872
6282,3,self-improvment,vip,980
6283,1,preparation for EGE,vip,157
6285,2,preparation for olympiad,improved,684
6286,7,preparation for GIA,improved,285
6287,5,preparation for olympiad,improved,648
6288,6,preparation for GIA,improved,587
6289,6,preparation for olympiad,improved,741
6290,6,improving marks,free,159
6291,6,self-improvment,vip,630
6292,1,improving marks,free,327
6293,2,preparation for olympiad,vip,27
6295,2,preparation for GIA,free,146
6296,8,self-improvment,improved,562
6299,11,preparation for olympiad,improved,842
6300,3,preparation for EGE,free,895
6301,4,preparation for olympiad,improved,169
6302,7,self-improvment,improved,886
6305,5,improving marks,improved,328
6308,2,preparation for GIA,free,246
6309,7,improvment of qualification,vip,829
6310,4,improving marks,free,14
6311,3,preparation for EGE,free,620
6312,6,self-improvment,free,889
6313,3,improvment of qualification,vip,196
6314,10,preparation for olympiad,free,309
6315,10,preparation for GIA,free,359
6316,2,self-improvment,improved,770
6318,11,improving marks,vip,473
6319,10,preparation for GIA,free,259
6320,7,improving marks,vip,67
6322,8,improvment of qualification,free,730
6323,11,improvment of qualification,improved,70
6324,11,preparation for olympiad,free,52
6326,3,self-improvment,improved,109
6327,5,preparation for GIA,vip,697
6328,8,preparation for GIA,free,777
6330,2,self-improvment,free,5
6332,11,improving marks,improved,397
6334,1,preparation for GIA,improved,929
6335,1,self-improvment,improved,579
6337,8,improving marks,vip,893
6338,8,improvment of qualification,free,126
6339,10,self-improvment,free,448
6341,1,self-improvment,vip,635
6342,1,self-improvment,free,250
6343,10,self-improvment,improved,609
6344,7,preparation for EGE,improved,505
6345,1,preparation for EGE,improved,553
6346,10,preparation for EGE,vip,871
6347,9,improving marks,free,223
6348,8,self-improvment,free,251
6349,10,preparation for olympiad,free,137
6350,11,self-improvment,vip,481
6351,11,improvment of qualification,vip,152
6352,3,improving marks,vip,504
6353,8,improvment of qualification,vip,311
6354,6,preparation for GIA,improved,341
6355,8,preparation for olympiad,free,92
6358,9,improving marks,free,44
6361,8,preparation for GIA,improved,652
6362,4,preparation for olympiad,improved,990
6363,7,preparation for olympiad,improved,780
6364,10,preparation for GIA,free,181
6365,6,preparation for GIA,vip,805
6366,7,preparation for GIA,improved,443
6367,7,self-improvment,free,776
6370,5,improving marks,improved,379
6371,7,preparation for olympiad,improved,721
6372,3,self-improvment,improved,202
6373,8,preparation for GIA,improved,293
6374,3,preparation for GIA,free,456
6375,6,self-improvment,free,325
6376,6,preparation for EGE,vip,986
6377,6,preparation for GIA,improved,69
6380,9,preparation for olympiad,vip,616
6381,3,preparation for GIA,vip,129
6382,8,preparation for olympiad,vip,341
6383,7,improvment of qualification,vip,881
6384,11,preparation for olympiad,improved,426
6385,1,improvment of qualification,vip,769
6387,9,improvment of qualification,free,891
6388,4,improvment of qualification,vip,4
6389,10,preparation for EGE,free,197
6390,6,preparation for EGE,vip,412
6393,5,preparation for olympiad,improved,275
6395,2,preparation for EGE,free,78
6396,3,self-improvment,free,522
6397,2,improving marks,vip,549
6398,1,preparation for olympiad,vip,675
6399,4,self-improvment,free,208
6400,1,preparation for GIA,free,722
6401,6,improvment of qualification,vip,311
6403,9,preparation for olympiad,free,377
6405,7,self-improvment,improved,718
6406,6,improving marks,free,552
6407,7,preparation for GIA,improved,942
6408,5,preparation for GIA,vip,204
6409,6,preparation for EGE,vip,699
6410,3,self-improvment,improved,204
6411,9,preparation for EGE,vip,329
6412,6,self-improvment,vip,210
6413,6,preparation for GIA,vip,699
6414,5,improvment of qualification,improved,661
6415,8,preparation for GIA,free,512
6416,3,preparation for GIA,improved,888
6417,10,preparation for GIA,improved,349
6420,9,improvment of qualification,free,76
6421,11,preparation for EGE,free,125
6422,8,preparation for EGE,free,725
6423,4,self-improvment,improved,419
6424,5,preparation for olympiad,improved,566
6425,10,improving marks,vip,243
6426,8,preparation for EGE,improved,825
6427,4,improving marks,vip,413
6428,7,preparation for EGE,improved,511
6429,3,improvment of qualification,vip,24
6430,5,preparation for olympiad,vip,640
6431,2,improvment of qualification,improved,552
6432,4,preparation for EGE,improved,416
6433,8,self-improvment,improved,200
6434,8,preparation for EGE,improved,755
6435,5,preparation for olympiad,free,135
6437,5,preparation for olympiad,improved,735
6438,7,preparation for GIA,improved,79
6439,2,preparation for EGE,improved,268
6440,11,improvment of qualification,vip,92
6441,1,preparation for GIA,improved,769
6442,7,preparation for EGE,free,693
6443,4,improvment of qualification,improved,31
6444,7,improvment of qualification,free,77
6445,10,preparation for GIA,improved,261
6446,3,improvment of qualification,improved,585
6447,4,improvment of qualification,vip,762
6448,3,self-improvment,vip,719
6450,5,preparation for EGE,vip,912
6452,3,improvment of qualification,free,457
6454,2,preparation for olympiad,improved,259
6455,7,improvment of qualification,improved,913
6456,8,preparation for olympiad,free,247
6457,11,improving marks,improved,993
6458,3,self-improvment,free,698
6460,1,preparation for GIA,vip,92
6461,2,improvment of qualification,vip,756
6462,2,preparation for olympiad,vip,176
6463,10,preparation for olympiad,improved,506
6464,10,improvment of qualification,improved,528
6465,9,preparation for GIA,vip,357
6466,2,improving marks,free,782
6467,10,preparation for olympiad,free,692
6468,11,preparation for EGE,vip,930
6469,7,improving marks,vip,749
6470,5,preparation for GIA,improved,230
6471,7,improvment of qualification,improved,277
6472,10,improvment of qualification,free,221
6473,3,preparation for EGE,vip,534
6474,4,improvment of qualification,improved,16
6475,1,improving marks,improved,623
6476,1,self-improvment,improved,10
6477,5,preparation for EGE,improved,819
6478,7,preparation for GIA,free,628
6479,5,improvment of qualification,improved,498
6480,11,self-improvment,improved,748
6482,5,preparation for EGE,free,973
6483,11,preparation for olympiad,improved,82
6484,11,improvment of qualification,improved,802
6485,5,preparation for olympiad,improved,956
6486,11,improvment of qualification,improved,585
6487,9,improvment of qualification,vip,574
6488,2,improving marks,free,400
6490,8,preparation for EGE,free,1
6491,3,preparation for GIA,improved,978
6492,1,self-improvment,free,277
6493,10,self-improvment,free,242
6494,7,self-improvment,vip,595
6495,6,self-improvment,improved,175
6497,6,preparation for olympiad,vip,668
6499,3,self-improvment,vip,766
6500,6,self-improvment,vip,538
6501,10,improving marks,vip,822
6502,6,preparation for GIA,vip,677
6503,6,preparation for GIA,free,102
6504,8,improvment of qualification,improved,96
6505,2,preparation for EGE,vip,704
6507,2,improving marks,vip,828
6508,1,preparation for EGE,vip,803
6509,6,improvment of qualification,improved,149
6510,2,improving marks,vip,53
6512,8,improving marks,free,854
6513,5,preparation for GIA,vip,451
6514,5,improving marks,free,682
6516,9,preparation for EGE,improved,277
6517,5,self-improvment,vip,865
6518,10,self-improvment,vip,483
6519,2,preparation for EGE,vip,488
6520,4,improving marks,vip,581
6521,8,self-improvment,vip,702
6522,1,improving marks,vip,910
6523,1,improvment of qualification,improved,579
6524,1,improvment of qualification,improved,448
6525,8,improving marks,vip,569
6526,9,preparation for GIA,improved,313
6527,4,preparation for olympiad,vip,144
6532,1,preparation for EGE,improved,777
6534,8,self-improvment,improved,394
6535,3,self-improvment,free,877
6536,10,improving marks,improved,422
6537,10,preparation for GIA,free,175
6538,3,preparation for EGE,vip,744
6540,7,improving marks,free,726
6542,5,preparation for GIA,improved,836
6543,4,self-improvment,improved,923
6544,3,preparation for EGE,improved,727
6545,8,self-improvment,improved,879
6546,5,improvment of qualification,vip,62
6547,2,preparation for EGE,free,949
6548,10,preparation for GIA,free,42
6549,11,improving marks,improved,676
6550,4,preparation for GIA,free,643
6551,10,preparation for olympiad,improved,417
6552,5,preparation for GIA,free,772
6554,11,preparation for olympiad,free,953
6555,8,preparation for olympiad,free,806
6557,4,improving marks,vip,269
6558,9,improvment of qualification,improved,889
6559,9,improvment of qualification,vip,272
6560,11,improving marks,free,340
6561,2,improving marks,vip,202
6562,8,improving marks,free,953
6564,5,preparation for EGE,improved,39
6565,2,improving marks,vip,860
6566,9,self-improvment,improved,799
6567,2,self-improvment,improved,471
6568,4,improvment of qualification,vip,64
6570,5,improving marks,free,251
6571,11,preparation for olympiad,free,818
6573,4,self-improvment,improved,851
6574,1,preparation for EGE,free,441
6575,3,preparation for EGE,vip,291
6578,6,preparation for EGE,improved,810
6579,5,improvment of qualification,vip,388
6580,7,improving marks,free,177
6581,8,improving marks,vip,108
6582,11,preparation for olympiad,improved,19
6583,5,self-improvment,vip,974
6584,9,preparation for EGE,free,804
6586,7,improving marks,improved,475
6587,6,preparation for olympiad,free,917
6588,2,self-improvment,vip,658
6590,1,improvment of qualification,free,457
6592,6,improvment of qualification,vip,155
6593,1,preparation for GIA,improved,695
6594,2,preparation for EGE,improved,129
6596,5,preparation for olympiad,vip,43
6598,11,improvment of qualification,free,465
6599,2,improving marks,improved,897
6600,7,preparation for olympiad,free,248
6601,4,preparation for olympiad,free,579
6602,8,preparation for olympiad,improved,663
6603,3,preparation for olympiad,vip,121
6604,10,preparation for EGE,free,638
